name,ra,dec,pm_ra,pm_dec,parallax,spect_type,lii,bii,dist
HIP 27609,87.68851597,-29.11127384,   16.40,  162.76,  19.91,G8/K0V:+...,234.23003354,-25.17139026,50.2260170768458
HIP 104277,316.87634658,-29.10142986,   26.18,   -5.40,  10.46,K0V+...,16.76468284,-41.05698448,95.6022944550669
HIP 98049,298.87431508,-29.09695751,  -73.52,  -16.45,  18.84,G5V,11.90422793,-25.86729812,53.0785562632696
HIP 11383,36.66420933,-29.09219466,   35.57, -103.78,  10.09,G8V,223.87099293,-68.94728716,99.1080277502478
HIP 67960,208.76142092,-29.09028601, -276.55, -101.22,  59.57,K5/M0V,319.2861436,31.75343888,16.7869733087124
HIP 98225,299.41716841,-29.08376349,  -89.48,  -35.34,  11.21,G0V,12.08118407,-26.31445395,89.2060660124889
HIP 110743,336.54042827,-29.08216475,   22.70,  -29.10,  10.54,F0V,20.7742482,-58.02941308,94.876660341556
HIP 98942,301.33138203,-29.07933112,   44.61, -112.77,  11.49,F3V,12.652443,-27.90818375,87.0322019147084
HIP 2601,8.26035878,-29.07422762, -126.61,  -71.00,  11.64,G5/G6V,6.23588784,-85.50101454,85.9106529209622
HIP 117006,355.79523845,-29.07362179,  146.05, -132.90,  12.56,K0V,21.57956184,-74.83577483,79.6178343949044
HIP 52462,160.86839787,-29.06416571, -215.39,  -48.50,  46.36,K1V,271.92192888,25.99315112,21.5703192407248
HIP 22162,71.52414051,-29.06218204,  134.92,   50.02,  11.27,G3V,229.70608019,-38.75993447,88.7311446317658
HIP 79520,243.4094677,-29.05682446,  -70.30,  -30.41,  10.93,F8V,347.48877022,15.834935,91.4913083257091
HIP 111705,339.4277382,-29.0445073,   57.11,    4.81,  11.94,F6V,21.27183381,-60.54057131,83.7520938023451
HIP 49285,150.90641992,-29.04340718, -237.12,   28.53,  19.62,G8V,264.19405238,20.93328147,50.9683995922528
HIP 11125,35.79613112,-29.03693387,  152.39,  102.93,  19.07,G1V,223.70423974,-69.70577816,52.4383848977452
HIP 20968,67.43713116,-29.02636695,  -58.31, -283.12, 120.70,,228.66564273,-42.24438642,8.28500414250207
HIP 94958,289.85692214,-29.02102626, -140.26,   -1.71,  12.86,F3V,9.11076262,-18.42246783,77.7604976671851
HIP 29466,93.12871548,-29.01791246,  -93.32,  -65.04,  10.56,F5V,235.8458923,-20.65447662,94.6969696969697
HIP 88955,272.36609204,-29.01135416,   32.95,  -23.46,  15.05,G5V,2.54409283,-4.55384348,66.4451827242525
HIP 13285,42.75127223,-29.00254566,    3.24,   -4.74,  13.39,G0V,224.06309759,-63.62625411,74.6825989544436
HIP 58125,178.83419571,-29.00222103,  151.53, -109.94,  12.95,G3V,288.41211666,32.28283358,77.2200772200772
HIP 29096,92.06056542,-28.99493284,  -86.22,  113.63,  28.35,,235.47735957,-21.52336151,35.2733686067019
HIP 14879,48.01783332,-28.98910623,  371.49,  612.26,  70.86,F8V,224.73311981,-59.03135656,14.1123341800734
HIP 11305,36.38629048,-28.9874811,  275.58,  -79.93,  17.18,K1III,223.57222676,-69.18938603,58.2072176949942
HIP 1187,3.70741484,-28.98739664,   76.94,   13.03,  13.96,F5,17.8395844,-81.71482099,71.6332378223496
HIP 1708,5.37990144,-28.98129509,   32.77,  -71.48,  10.50,K0III,15.51146873,-83.14562214,95.2380952380952
HIP 41044,125.64137046,-28.97645463,   17.17, -127.17,  11.69,F5V,248.91388134,4.622074,85.5431993156544
HIP 15005,48.35002779,-28.97453016,   57.14,  -70.09,  10.70,G0V,224.75622912,-58.74064156,93.4579439252336
HIP 66118,203.30715625,-28.97142987,  -80.11,  -12.33,  14.01,G1V,313.83756808,33.01379813,71.3775874375446
HIP 44915,137.25762036,-28.95700287,  -91.69,   57.61,  11.96,G0V,255.20330447,12.66010603,83.6120401337793
HIP 21497,69.25794187,-28.95280292,  -30.96,  -15.40,  10.19,F6V,229.00757242,-40.6707512,98.135426889107
HIP 20737,66.66072727,-28.95182755,   39.41,  -78.02,  25.66,K0V,228.38302869,-42.89512,38.9711613406079
HIP 65222,200.49666166,-28.94590656, -115.40,   37.85,  10.04,G0V,310.94412911,33.45013247,99.601593625498
HIP 84609,259.42474302,-28.93830513,   -3.73,  -61.71,  15.19,G0V,356.65454453,5.11311287,65.8327847267939
HIP 1151,3.59303635,-28.93445248, -110.46,  -87.31,  11.19,K0/K1VCN...,18.32495348,-81.62608356,89.3655049151028
HIP 67661,207.9437204,-28.93240597,  -77.77, -168.22,  14.52,G8V,318.52939915,32.10530432,68.870523415978
HIP 112243,341.02303348,-28.93138164,   52.12,  -45.18,  14.80,G5V,21.72099009,-61.92379833,67.5675675675676
HIP 63831,196.2325053,-28.92870316,  -72.06,  -24.25,  19.53,K2V,306.48680823,33.84990027,51.2032770097286
HIP 72799,223.2061541,-28.914285,  -47.53,  -39.94,  11.50,F8/G0V,332.65051477,26.86152549,86.9565217391304
HIP 19371,62.23815992,-28.90936623,  -27.81,  -46.56,  11.03,F2V,227.31299396,-46.69068027,90.6618313689937
HIP 99208,302.10868345,-28.89878982,  108.93, -114.27,  15.97,K1V,13.07536181,-28.50482151,62.6174076393237
HIP 1659,5.19813515,-28.8979589, -122.14, -250.90,  12.88,K3V,16.48939031,-83.0101277,77.639751552795
HIP 27281,86.71946461,-28.88993838,  -69.00, -114.32,  19.88,F7V,233.70308118,-25.90709276,50.3018108651912
HIP 28177,89.30686021,-28.88150399,   29.42,  -84.65,  12.71,G3V,234.48947061,-23.75696589,78.6782061369001
HIP 75790,232.2445393,-28.86681151,  -43.93,  -32.87,  16.46,G0V,339.89896273,22.47383092,60.7533414337789
HIP 15527,50.01393863,-28.85391344,  348.88,  -64.82,  27.76,G3V,224.80165794,-57.27937102,36.0230547550432
HIP 75836,232.3621216,-28.84772103,  -50.63,  -54.02,  11.15,K0IV: + (G),339.99973978,22.42592834,89.6860986547085
HIP 50807,155.59789,-28.84769569,   -5.31,   31.57,  24.11,K3V,267.56968867,23.60442086,41.4765657403567
HIP 9148,29.47155227,-28.84625846,  212.00,   49.18,  10.86,G3V,223.48470219,-75.24273736,92.0810313075507
HIP 18075,57.96030787,-28.83733438,  -60.72,  -61.21,  13.30,F8V,226.2872425,-50.37525691,75.187969924812
HIP 46026,140.80140137,-28.83392305, -128.65,   20.58,  17.92,G8III,257.25917058,15.03850448,55.8035714285714
HIP 112648,342.22108413,-28.83357319, -170.09, -242.43,  23.03,K7V,22.0873624,-62.96365334,43.4216239687364
HIP 114254,347.08790152,-28.82356853,  -43.24,  -52.69,  11.42,G8III,22.6180083,-67.22120057,87.5656742556918
HIP 9170,29.5140792,-28.81506476,    7.25,  -24.90,  12.13,G0V,223.35578556,-75.2069585,82.4402308326463
HIP 25559,81.94105136,-28.79963153,  -40.53, -176.75,  23.99,,232.19641324,-29.87606018,41.6840350145894
HIP 15357,49.51038343,-28.797036,  155.37,  -16.12,  16.14,F3V+...,224.61030265,-57.71213501,61.9578686493185
HIP 112978,343.20144081,-28.79451806, -407.77, -277.61,  51.42,M:,22.29685363,-63.81838192,19.4476857253987
HIP 77427,237.09421481,-28.78905892,  -37.67,  -26.92,  13.66,F2V,343.467401,19.8314148,73.2064421669107
HIP 97515,297.29803947,-28.78873269,  119.95,  -98.62,  21.95,F3V,11.74591841,-24.4611721,45.5580865603645
HIP 20184,64.8925762,-28.78639057,   61.42,   52.20,  16.30,G2V,227.74417469,-44.38212793,61.3496932515337
HIP 15526,50.01129402,-28.78366881,  349.07,  -67.80,  27.86,K0V,224.67199779,-57.27419312,35.8937544867193
HIP 30503,96.18328956,-28.77981914, -164.83, -120.68,  45.38,G2V,236.6252671,-18.07240426,22.0361392684002
HIP 46932,143.481291,-28.77674924,   27.22,  -29.47,  11.88,G0V,258.92052428,16.76035631,84.1750841750842
HIP 5456,17.45958065,-28.77078565,   22.62,   -0.68,  11.94,F8/G0V,236.00826595,-85.61749992,83.7520938023451
HIP 57441,176.62927,-28.77004573,  -66.76,    7.80,  15.99,G6V,286.14458973,31.97659459,62.5390869293308
HIP 20509,65.92857824,-28.76651053,  -58.20, -178.02,  15.36,G8V,227.96075793,-43.48734316,65.1041666666667
HIP 61790,189.97049962,-28.76227887,   70.12, -192.20,  10.66,G8V,299.87548541,34.04088112,93.8086303939962
HIP 45003,137.48852636,-28.75555518,  -12.04,  -75.40,  15.24,K0V,255.18464089,12.94497248,65.6167979002625
HIP 16798,54.05246679,-28.74892755,  104.22,  -20.42,  12.75,F8/G0V,225.35803233,-53.75305311,78.4313725490196
HIP 86672,265.62648724,-28.74867778,   -1.60,  -42.15,  13.70,G3/G5V,359.80248721,0.67910024,72.992700729927
HIP 50681,155.2398844,-28.74125598,   31.85,   94.80,  17.87,G8V,267.22487383,23.50516131,55.9597090095132
HIP 37154,114.53376973,-28.73903301,   11.32,  -66.76,  10.47,F3V,243.58154111,-3.51688793,95.5109837631328
HIP 111013,337.35345182,-28.72778955,   36.91,  -98.35,  10.75,F5/F6V,21.57815943,-58.70349785,93.0232558139535
HIP 107431,326.38932819,-28.72467877,  100.67,  -32.23,  15.35,F3V,19.4587501,-49.17222445,65.1465798045603
HIP 22373,72.24169902,-28.72410154,  -96.94,   67.70,  22.50,G8V,229.4678959,-38.07134771,44.4444444444444
HIP 114383,347.49122809,-28.72023541,  186.82,   75.57,  10.15,,22.91846617,-67.57095402,98.5221674876847
HIP 58950,181.30530872,-28.71623167,  203.72, -411.67,  27.73,G5V,290.83237018,33.06733463,36.0620266858997
HIP 93375,285.27516483,-28.71377583,    3.92,  -93.48,  15.92,G2V,7.81804075,-14.59409809,62.8140703517588
HIP 73269,224.62745965,-28.70930607, -100.64,  -95.56,  20.41,G0V,333.96362748,26.39775581,48.9955903968643
HIP 62841,193.16983513,-28.70897249,    3.63,  -64.51,  14.09,F8/G0V,303.26088263,34.16198331,70.97232079489
HIP 26309,84.04282744,-28.70800575,   25.52,   -3.92,  17.68,A2III/IV,232.7084186,-28.08637744,56.5610859728507
HIP 84322,258.57406073,-28.70677306,   20.85,   10.94,  29.35,K2V,356.41369708,5.85580699,34.0715502555366
HIP 33411,104.22928636,-28.69687142,   22.51,   66.37,  14.49,G1V,239.41596038,-11.55392048,69.0131124913734
HIP 66065,203.14984195,-28.6927144,  -95.64,  -22.18,  15.25,A0/A1V,313.73969226,33.31373435,65.5737704918033
HIP 26460,84.43601282,-28.68979391,  -37.99,   42.58,  23.54,F5V,232.80514509,-27.751755,42.4808836023789
HIP 90935,278.25338267,-28.68973746,   12.45,  -19.74,  10.10,Gp,5.21620637,-8.98676219,99.009900990099
HIP 88589,271.31863375,-28.6861222,   30.60,  -86.65,  20.39,G3/G5V,2.38569165,-3.59335164,49.0436488474743
HIP 30413,95.92032852,-28.68276604, -178.42,  120.56,  15.73,,236.44110167,-18.25119941,63.5727908455181
HIP 95519,291.43899954,-28.68092534,   23.98,  -28.33,  11.47,G5V,9.97514584,-19.59205709,87.1839581517001
HIP 28852,91.35278001,-28.67724963,    2.42,  -67.66,  10.29,F5/8 + A/F,234.92831738,-21.99805469,97.1817298347911
HIP 49152,150.46853409,-28.67109534,  -67.67,   12.18,  11.34,F0/F2V,263.62336329,20.97403834,88.1834215167548
HIP 108065,328.42380435,-28.67007866,  152.43, -219.81,  27.56,K0/K1III+..,19.97633839,-50.92642089,36.2844702467344
HIP 27727,88.06659941,-28.65687437,    5.35,  -19.72,  11.41,G1V,233.87087826,-24.71311171,87.6424189307625
HIP 85299,261.46321387,-28.65528968,   -6.10, -110.50,  14.24,G5V,357.90082647,3.79881125,70.2247191011236
HIP 11244,36.18972805,-28.65140925,  118.99,  -35.08,  11.83,F6V,222.61471123,-69.35601204,84.530853761623
HIP 93479,285.55769795,-28.65061109,  -14.92, -106.60,  11.86,G1V,7.97898929,-14.79705002,84.3170320404722
HIP 46810,143.07685571,-28.62787596,  -88.84,   43.79,  13.30,F3V,258.54881138,16.614662,75.187969924812
HIP 26453,84.41504533,-28.62628562,   24.24,   -3.92,  16.80,F3V,232.73045033,-27.75028018,59.5238095238095
HIP 40914,125.2505084,-28.62494316,   66.43, -116.10,  10.74,G3V,248.42867553,4.53870004,93.1098696461825
HIP 50288,154.01759132,-28.61410602, -223.83,   60.04,  17.99,F8/G0V,266.20777029,22.96421725,55.5864369093941
HIP 79881,244.57467023,-28.61377598,  -33.79, -100.59,  23.23,A0V:,348.55582986,15.40818312,43.0477830391735
HIP 34457,107.14060318,-28.6132733,  -29.18,   38.03,  10.12,F7V,240.45132897,-9.20948586,98.8142292490119
HIP 83541,256.11578258,-28.58202423,   83.25, -269.14,  55.31,K1V,355.23765883,7.6740684,18.0799132164166
HIP 12639,40.58848918,-28.57516129,   -3.52,   -6.39,  10.30,F7/F8V,222.82151224,-65.49473874,97.0873786407767
HIP 16943,54.51241642,-28.57086049,  -33.33, -323.85,  15.19,,225.15259073,-53.32914905,65.8327847267939
HIP 67890,208.56979864,-28.56942861, -168.90,  -66.42,  15.80,K2III,319.27207158,32.30055007,63.2911392405063
HIP 22907,73.9241072,-28.56336116,  187.57, -227.55,  55.67,K3/K4V,229.71125627,-36.59878288,17.9629962277708
HIP 88414,270.77897929,-28.56055021,  -32.48,  -38.34,  26.33,K2,2.2637251,-3.11865516,37.9794910748196
HIP 3629,11.62976403,-28.5536536,  -90.84,  -44.58,  14.22,G3/G5V,339.98485758,-88.2072278,70.323488045007
HIP 19684,63.25197064,-28.54075193,   84.45,   42.75,  17.62,F7V,227.01963438,-45.74989451,56.7536889897843
HIP 33094,103.3906464,-28.53872019,  282.83, -441.94,  38.77,G3/G5V,238.95592191,-12.15747636,25.7931390250193
HIP 18839,60.59103773,-28.53085028,  -35.16,  -34.97,  16.85,F8/G0V,226.39450886,-48.0482158,59.3471810089021
HIP 25843,82.75493101,-28.52909622,  -20.82,  139.50,  20.22,G3V,232.13488291,-29.11428243,49.4559841740851
HIP 63851,196.29384988,-28.51750505, -176.66,  -15.32,  11.13,G8V:+...,306.58326024,34.25683027,89.8472596585804
HIP 68802,211.27224618,-28.516566,   -4.72,   16.70,  10.85,F3V,321.95362938,31.620239,92.1658986175115
HIP 50032,153.2200438,-28.51332301,  -50.47,  -24.35,  23.19,K2V,265.5393404,22.61627377,43.122035360069
HIP 91273,279.26367197,-28.51273226,    4.94, -135.42,  16.08,K0IV,5.77008105,-9.70747354,62.1890547263682
HIP 17108,54.97272993,-28.51122346,  -22.61, -109.88,  16.17,F8/G0V,225.14849792,-52.92040878,61.8429189857761
HIP 100893,306.85828614,-28.49905265,   25.95,   19.30,  13.23,G5V,14.87992788,-32.39015235,75.5857898715042
HIP 36890,113.76445725,-28.49806986,  -63.74,  -14.05,  13.82,F2V,243.04224996,-3.99074045,72.3589001447178
HIP 3788,12.17172583,-28.4952978,   85.66,  -54.88,  15.91,F0V,326.76035949,-88.50373026,62.8535512256442
HIP 55948,171.98609821,-28.4929787,    5.86,  -14.07,  13.35,K0V+...,281.53106067,30.88564539,74.9063670411985
HIP 33760,105.177198,-28.48947369,  -23.42,  -41.48,  14.67,F3/F5V,239.58231294,-10.7118407,68.1663258350375
HIP 48333,147.78305602,-28.48626406,   67.59,  -36.29,  14.94,G3V,261.59632982,19.56690094,66.9344042838019
HIP 94340,288.02695121,-28.48494129,  -18.38,  -87.28,  12.86,G8V,9.00719848,-16.73384211,77.7604976671851
HIP 76304,233.80678977,-28.47419226,   12.60,  -75.24,  12.56,G2V,341.3234527,21.93200565,79.6178343949044
HIP 102817,312.44964547,-28.4688378,   86.52, -153.74,  22.62,,16.44070977,-37.13434776,44.2086648983201
HIP 51928,159.11904377,-28.45424333, -222.00,   -6.61,  39.56,,270.12048016,25.68484274,25.2780586450961
HIP 104226,316.73788555,-28.44879113,  128.06,   10.30,  15.71,K1IV/V,17.57469684,-40.79980696,63.653723742839
HIP 100558,305.86544205,-28.44587697,  113.85,  -52.04,  10.33,K0V,14.6593628,-31.53603773,96.8054211035818
HIP 102491,311.56197954,-28.44289254,  -87.51,  -67.68,  11.14,G1V,16.23584962,-36.37094204,89.7666068222621
HIP 72522,222.41213592,-28.44151744,  -75.67,  -34.24,  10.47,G6V,332.23757586,27.61914549,95.5109837631328
HIP 69249,212.64376594,-28.44038115,  202.27, -180.55,  21.02,,323.31240628,31.28034073,47.5737392959087
HIP 28181,89.3168895,-28.43943596,   17.92,  132.06,  10.56,G3IV/V,234.03656434,-23.60377856,94.6969696969697
HIP 101904,309.76077183,-28.42544471,   77.49,    8.65,  16.06,G0V,15.76948911,-34.83299088,62.266500622665
HIP 22320,72.11803186,-28.41941837,  237.92,   49.63,  18.21,G8/K0V,229.05928765,-38.10602004,54.9148819330038
HIP 79399,243.06689523,-28.4172057,  -22.99,  -40.90,  10.94,B9V,347.74505896,16.49731483,91.4076782449726
HIP 39491,121.09185849,-28.41662616,   73.79,  -55.64,  17.40,G8/K0V,246.24514959,1.59923048,57.4712643678161
HIP 86376,264.75296712,-28.41237542,  -74.37,  -74.56,  12.29,F5V,359.68134275,1.50785325,81.3669650122051
HIP 19926,64.131492,-28.41055032,   62.03,   61.33,  17.18,G5V,227.04562524,-44.9661055,58.2072176949942
HIP 86919,266.40557012,-28.40733989,   -0.80,  -50.06,  12.94,F3V,0.45164515,0.27510343,77.2797527047914
HIP 83246,255.22546113,-28.3991758,   -1.65,  -59.76,  11.34,G1V,354.91061894,8.40951026,88.1834215167548
HIP 296,0.92207847,-28.39584776,  280.23, -143.11,  25.29,G8V,23.32551383,-79.36545297,39.5413206801107
HIP 305,0.97206281,-28.3937693,   88.62,  -17.68,  20.44,G5IV,23.31993198,-79.40946087,48.9236790606654
HIP 90504,277.0190032,-28.38571241,  -47.13,  -86.98,  14.25,F3V,5.0047454,-7.88014617,70.1754385964912
HIP 114882,349.0539198,-28.38290796,   90.90, -163.11,  10.45,G0V,23.96606686,-68.93013448,95.6937799043062
HIP 56460,173.64221148,-28.38033876, -110.29,   -7.14,  10.80,G2/G3V,283.07468358,31.51021041,92.5925925925926
HIP 98693,300.68408299,-28.37979359,   -7.14,  -71.22,  13.67,G1V,13.21239373,-27.15652547,73.1528895391368
HIP 48047,146.91806038,-28.37978849,  -76.20,   -1.15,  18.72,F7V,260.92401579,19.13382785,53.4188034188034
HIP 49336,151.0742405,-28.37871252,  -36.88,  -27.13,  11.06,F6V,263.86128081,21.53931432,90.4159132007233
HIP 33222,103.7000061,-28.37487403,  -14.43,   50.34,  11.43,F6V,238.91892725,-11.84202415,87.4890638670166
HIP 78523,240.46476674,-28.37392566,  -11.64,  -11.15,  11.61,F6V,346.07054588,18.136252,86.1326442721792
HIP 65520,201.45477509,-28.37373355, -451.52, -105.12,  61.50,M,312.04654857,33.88879336,16.260162601626
HIP 10716,34.49677711,-28.37315937,   -7.87,   -6.33,  13.34,F5V,221.69246727,-70.83653578,74.9625187406297
HIP 36917,113.8455718,-28.36927798,  -66.90,  -18.71,  14.50,B8V,242.96368403,-3.86611451,68.9655172413793
HIP 13848,44.56631282,-28.36871523,  315.61,   23.98,  14.78,K1III+...,222.93051156,-61.99243456,67.65899864682
HIP 74149,227.26936507,-28.36262094,   32.21,  -10.82,  10.59,A9V,336.34343368,25.43572791,94.4287063267233
HIP 45599,139.41587227,-28.34668179,  -12.97,   21.96,  15.40,A1IV,256.03372061,14.47886884,64.9350649350649
HIP 97962,298.63082374,-28.33912683,   33.97,   20.56,  12.33,B9V,12.62814885,-25.42681462,81.10300081103
HIP 80868,247.69372716,-28.33641585, -179.48, -176.57,  16.33,K4V+...,350.6817201,13.57580268,61.2369871402327
HIP 80870,247.6902401,-28.33617641, -166.08, -172.16,  12.47,,350.67981048,13.57825865,80.1924619085806
HIP 24478,78.79449281,-28.33531008,  -27.01,   18.85,  11.49,A4II,230.77856374,-32.40186474,87.0322019147084
HIP 55374,170.07937419,-28.33224937, -239.59,    6.32,  10.66,K1III,279.65998522,30.3890567,93.8086303939962
HIP 1094,3.41311626,-28.30071283,  215.61,   -3.18,  11.12,,22.76831845,-81.55786532,89.9280575539568
HIP 73754,226.13772237,-28.30004743,   40.21,  -52.04,  29.47,G0/G1V,335.45831706,26.03606497,33.9328130302002
HIP 110195,334.82793801,-28.29920008,   50.61,  -12.94,  10.70,Fp,21.90764656,-56.45026622,93.4579439252336
HIP 79946,244.78499521,-28.29326373,   51.39, -254.95,  24.28,G5V,348.92916139,15.49443427,41.1861614497529
HIP 89620,274.34860342,-28.28860655,  132.39, -151.56,  33.72,F8V,4.00907052,-5.74559566,29.655990510083
HIP 65674,201.98476602,-28.28764661, -472.25, -122.15,  26.85,M,312.61796343,33.89665743,37.243947858473
HIP 2049,6.49259608,-28.27346916,  111.80,   -8.18,  10.19,G5V,19.97884236,-84.24847556,98.135426889107
HIP 105025,319.09294314,-28.27062467,   75.34,   -0.08,  10.25,F3V,18.39900405,-42.78699758,97.5609756097561
HIP 54418,167.02771153,-28.26805532, -503.40,  -38.79,  37.21,K7V,276.82056058,29.31248409,26.8744961031981
HIP 116691,354.71068479,-28.26784375,   75.07,   -6.87,  10.81,F8V,24.66339251,-73.90559809,92.5069380203515
HIP 71122,218.15750425,-28.26662703, -455.07, -304.12,  18.97,,328.55960979,29.52103299,52.7148128624143
HIP 66108,203.27642947,-28.24278683, -142.98,    8.72,  11.01,G2V,313.97425242,33.73395067,90.8265213442325
HIP 66742,205.19652154,-28.24182305,  -68.59,   -8.41,  10.04,F3/F5V,315.95875219,33.37855384,99.601593625498
HIP 51551,157.95305052,-28.23709212,  -81.10,   -4.58,  23.59,F6/F7V,269.04176776,25.29483608,42.3908435777872
HIP 22031,71.04487405,-28.23267015,  101.55,    4.70,  16.35,G8V,228.5458103,-38.98121723,61.1620795107034
HIP 46777,142.99720528,-28.22616595,  -37.62, -179.24,  22.72,G5V,258.19946246,16.84778768,44.0140845070423
HIP 14559,46.99144229,-28.22097006, -156.07, -146.48, 114.73,,223.05568714,-59.85285484,8.71611609866643
HIP 14555,46.98322257,-28.21943517, -339.14, -119.54,  52.38,Se,223.05111377,-59.85989317,19.0912562046583
HIP 10164,32.6733599,-28.21925054,   86.28,   -3.82,  17.76,K1III,221.09180845,-72.43829674,56.3063063063063
HIP 12119,39.03285379,-28.21870551,  -78.54,   41.97,  25.41,K0V,221.74062399,-66.83975908,39.3545848091303
HIP 102373,311.14719213,-28.20456944,   48.38,  -22.08,  11.38,A8III,16.40984828,-35.95816568,87.8734622144112
HIP 93639,286.0273573,-28.20315,  128.29,   27.39,  21.73,K2/K3V:,8.57261968,-15.00129056,46.0193281178095
HIP 21778,70.17684545,-28.2005516,  -15.88, -282.52,  24.60,G3V,228.27863798,-39.71836341,40.650406504065
HIP 42872,131.04510862,-28.19305635, -114.79,  -16.46,  13.21,G3V,251.08502146,8.92078998,75.7002271006813
